Pokedex number,Name,Category,Abilities,Catch Rate,Egg Groups,Hatch Time (Cycles),Height (m),Weight (kg),Base Experience Yield,Levelling Rate,Base Friendship,Male Ratio,Female Ratio,Locations,Moves,Gen,Evolves From,Pseudo Legendary,Legendary,Mythical,Ultra Beast,Paradox,HP EV,Atk EV,Def EV,Sp.Atk EV,Sp.Def EV,Speed EV,Total EV Yield,Total Base Stat,HP Stat,Atk Stat,Def Stat,Sp.Atk Stat,Sp.Def Stat,Speed Stat,Normal,Poison,Ground,Rock,Bug,Ghost,Steel,Dragon,Dark,Flying,Fire,Psychic,Ice,Fighting,Water,Grass,Electric,Fairy,Type1,Type2
937,Ceruledge,Fire Blades Pokémon,"['Weak Armor', 'Flash Fire']",25,Human-Like,35,1.6,62.0,263,Slow,20,0.5,0.5,"{'Scarlet': 'Tera Raid Battle Search (5★, 6★, Poké Portal News)', 'Violet': 'Tera Raid Battles (5★, 6★)'}","['Ember', 'Leer', 'Astonish', 'Night Slash', 'Shadow Sneak', 'Quick Guard', 'Solar Blade', 'Shadow Claw', 'Clear Smog', 'Fire Spin', 'Will-O-Wisp', 'Night Shade', 'Flame Charge', 'Incinerate', 'Lava Plume', 'Swords Dance', 'Ally Switch', 'Bitter Blade', 'Psycho Cut', 'Flare Blitz']",9,Charcadet,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,525,75,125,80,60,100,85,0.0,0.5,2.0,2.0,0.25,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,0.5,Fire,Ghost
938,Tadbulb,EleTadpole Pokémon,"['Own Tempo', 'Damp', 'Static']",190,Water 1,20,0.3,0.4,54,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five', 'Violet': 'South Province: Area One, Area Two, Area Three, Area Four, Area Five'}","['Tackle', 'Mud-Slap', 'Thunder Shock', 'Water Gun', 'Charge', 'Spark', 'Mud Shot', 'Flail', 'Discharge', 'Weather Ball', 'Electric Terrain', 'Sucker Punch', 'Zap Cannon']",9,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,272,61,31,41,59,35,45,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electric,
939,Bellibolt,EleFrog Pokémon,"['Electromorphosis', 'Damp', 'Static']",50,Water 1,20,1.2,113.0,173,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area Four, Area Six', 'Violet': 'South Province: Area Four, Area Six'}","['Slack Off', 'Tackle', 'Mud-Slap', 'Thunder Shock', 'Water Gun', 'Charge', 'Spark', 'Mud Shot', 'Flail', 'Discharge', 'Weather Ball', 'Electric Terrain', 'Sucker Punch', 'Zap Cannon']",9,Tadbulb,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,495,109,64,91,103,83,45,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Electric,
940,Wattrel,Storm Petrel Pokémon,"['Wind Power', 'Competitive', 'Volt Absorb']",180,"['Water 1', 'Flying']",20,0.4,3.6,56,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: South Paldean Sea', 'Violet': 'South Province: South Paldean Sea'}","['Peck', 'Growl', 'Thunder Shock', 'Quick Attack', 'Pluck', 'Spark', 'Uproar', 'Roost', 'Dual Wingbeat', 'Agility', 'Volt Switch', 'Discharge']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,280,40,40,35,55,40,70,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,Electric,Flying
941,Kilowattrel,Frigatebird Pokémon,"['Wind Power', 'Competitive', 'Volt Absorb']",90,"['Water 1', 'Flying']",20,1.4,38.6,172,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Four, Area Five, Area Six, South Paldean Sea', 'Violet': 'South Province: Area One, Area Four, Area Five, Area Six, South Paldean Sea'}","['Peck', 'Growl', 'Electro Ball', 'Thunder Shock', 'Quick Attack', 'Pluck', 'Spark', 'Uproar', 'Roost', 'Dual Wingbeat', 'Agility', 'Volt Switch', 'Discharge', 'Hurricane']",9,Wattrel,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,490,70,70,60,105,60,125,1.0,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,Electric,Flying
942,Maschiff,Rascal Pokémon,"['Intimidate', 'Stakeout', 'Run Away']",150,Field,20,0.5,16.0,68,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two, Area Four', 'Violet': 'South Province: Area One, Area Two, Area Four'}","['Tackle', 'Leer', 'Scary Face', 'Lick', 'Snarl', 'Hone Claws', 'Bite', 'Roar', 'Headbutt', 'Payback', 'Crunch', 'Swagger', 'Reversal', 'Jaw Lock', 'Double-Edge']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,340,60,78,60,40,51,51,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,Dark,
943,Mabosstiff,Boss Pokémon,"['Intimidate', 'Stakeout', 'Guard Dog']",75,Field,20,1.1,61.0,177,Medium Slow,50,0.5,0.5,"{'Scarlet': 'West Province: Area Three', 'Violet': 'West Province: Area Three'}","['Tackle', 'Leer', 'Scary Face', 'Comeuppance', 'Lick', 'Snarl', 'Hone Claws', 'Bite', 'Roar', 'Headbutt', 'Payback', 'Crunch', 'Swagger', 'Reversal', 'Jaw Lock', 'Double-Edge', 'Outrage']",9,Maschiff,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,505,80,120,90,60,70,85,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,Dark,
944,Shroodle,Toxic Mouse Pokémon,"['Unburden', 'Prankster', 'Pickpocket']",190,Field,20,0.2,0.7,58,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Two', 'Violet': 'South Province: Area One, Area Two'}","['Scratch', 'Leer', 'Acid Spray', 'Bite', 'Fury Swipes', 'Switcheroo', 'Poison Fang', 'Flatter', 'Slash', 'U-turn', 'Poison Jab', 'Taunt', 'Substitute', 'Knock Off', 'Gunk Shot']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,290,40,65,35,40,35,75,1.0,0.5,2.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,Poison,Normal
945,Grafaiai,Toxic Monkey Pokémon,"['Unburden', 'Prankster', 'Poison Touch']",90,Field,20,0.7,27.2,170,Medium Slow,50,0.5,0.5,"{'Scarlet': 'East Province: Tagtree Thicket', 'Violet': 'East Province: Tagtree Thicket'}","['Scratch', 'Leer', 'Doodle', 'Acid Spray', 'Fury Swipes', 'Switcheroo', 'Poison Fang', 'Flatter', 'Slash', 'U-turn', 'Poison Jab', 'Taunt', 'Substitute', 'Knock Off', 'Gunk Shot']",9,Shroodle,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,485,63,95,65,80,72,110,1.0,0.5,2.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,Poison,Normal
946,Bramblin,Tumbleweed Pokémon,"['Infiltrator', 'Wind Rider']",190,Grass,20,0.6,0.6,55,Medium Fast,50,0.5,0.5,"{'Scarlet': 'East Province: Area Three', 'Violet': 'East Province: Area Three'}","['Astonish', 'Defense Curl', 'Rollout', 'Absorb', 'Rapid Spin', 'Bullet Seed', 'Infestation', 'Hex', 'Mega Drain', 'Disable', 'Phantom Force', 'Giga Drain', 'Curse', 'Pain Split', 'Power Whip']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,275,40,65,30,45,35,60,0.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.5,0.5,0.5,1.0,Grass,Ghost
947,Brambleghast,Tumbleweed Pokémon,"['Infiltrator', 'Wind Rider']",45,Grass,20,1.2,6.0,168,Medium Fast,50,0.5,0.5,"{'Scarlet': 'North Province: Area One, Socarrat Trail', 'Violet': 'North Province: Area One, Socarrat Trail'}","['Astonish', 'Defense Curl', 'Rollout', 'Absorb', 'Rapid Spin', 'Bullet Seed', 'Infestation', 'Hex', 'Mega Drain', 'Disable', 'Phantom Force', 'Giga Drain', 'Curse', 'Pain Split', 'Power Whip']",9,Bramblin,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,480,55,115,70,80,70,90,0.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.5,0.5,0.5,1.0,Grass,Ghost
948,Toedscool,Woodear Pokémon,['Mycelium Might'],190,Grass,20,0.9,33.0,67,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Three, Area Four, Area Five', 'Violet': 'South Province: Area One, Area Three, Area Four, Area Five', 'The Hidden Treasure of Area Zero': ""Reveler's Road, Kitakami Hall, Mossfell Confluence, Fellhorn Gorge, Oni Mountain, Kitakami Wilds, Timeless Woods""}","['Wrap', 'Mud-Slap', 'Absorb', 'Poison Powder', 'Stun Spore', 'Supersonic', 'Tackle', 'Mega Drain', 'Screech', 'Mud Shot', 'Hex', 'Seed Bomb', 'Spore', 'Growth', 'Giga Drain', 'Earth Power', 'Power Whip']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,335,40,40,35,50,100,70,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,Ground,Grass
949,Toedscruel,Woodear Pokémon,['Mycelium Might'],90,Grass,20,1.9,58.0,180,Medium Slow,50,0.5,0.5,"{'Scarlet': 'North Province: Socarrat Trail', 'Violet': 'North Province: Socarrat Trail', 'The Hidden Treasure of Area Zero': 'Kitakami Wilds, Timeless Woods'}","['Reflect Type', 'Wrap', 'Mud-Slap', 'Absorb', 'Stun Spore', 'Poison Powder', 'Supersonic', 'Tackle', 'Mega Drain', 'Screech', 'Mud Shot', 'Hex', 'Seed Bomb', 'Spore', 'Growth', 'Giga Drain', 'Earth Power', 'Power Whip']",9,Toedscool,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,2,515,80,70,65,80,120,100,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,Ground,Grass
950,Klawf,Ambush Pokémon,"['Regenerator', 'Anger Shell', 'Shell Armor']",120,Water 3,35,1.3,79.0,158,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area Three', 'Violet': 'South Province: Area Three'}","['Vise Grip', 'Rock Throw', 'Harden', 'Rock Smash', 'Rock Tomb', 'Metal Claw', 'Protect', 'Rock Blast', 'X-Scissor', 'Swords Dance', 'Flail', 'Rock Slide', 'High Horsepower', 'Iron Defense', 'Guillotine']",9,,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2,450,70,100,115,35,55,75,0.5,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,1.0,1.0,Rock,
951,Capsakid,Spicy Pepper Pokémon,"['Chlorophyll', 'Insomnia', 'Klutz']",190,Grass,20,0.3,3.0,61,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area Two', 'Violet': 'South Province: Area Two'}","['Leafage', 'Leer', 'Bite', 'Growth', 'Razor Leaf', 'Sunny Day', 'Bullet Seed', 'Headbutt', 'Zen Headbutt', 'Crunch', 'Seed Bomb', 'Solar Beam']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,304,50,62,40,62,40,50,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,Grass,
952,Scovillain,Spicy Pepper Pokémon,"['Chlorophyll', 'Insomnia', 'Moody']",75,Grass,20,0.9,15.0,170,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area Six', 'Violet': 'South Province: Area Six'}","['Fire Fang', 'Leafage', 'Leer', 'Spicy Extract', 'Flamethrower', 'Bite', 'Growth', 'Razor Leaf', 'Sunny Day', 'Bullet Seed', 'Headbutt', 'Zen Headbutt', 'Worry Seed', 'Crunch', 'Seed Bomb', 'Solar Beam', 'Overheat']",9,Capsakid,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,486,65,108,65,108,65,75,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,Grass,Fire
953,Rellor,Rolling Pokémon,"['Shed Skin', 'Compound Eyes']",190,Bug,20,0.2,1.0,54,Fast,50,0.5,0.5,"{'Scarlet': 'West Province: Asado Desert', 'Violet': 'West Province: Asado Desert', 'The Hidden Treasure of Area Zero': 'Savanna Biome'}","['Tackle', 'Defense Curl', 'Sand Attack', 'Struggle Bug', 'Rollout', 'Mud Shot', 'Bug Bite', 'Take Down', 'Dig', 'Lunge']",9,,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,270,41,50,60,31,58,30,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Bug,
954,Rabsca,Rolling Pokémon,"['Telepathy', 'Synchronize']",45,Bug,20,0.3,3.5,165,Fast,50,0.5,0.5,"{'Scarlet': 'Tera Raid Battles (4★)', 'Violet': 'Tera Raid Battles (4★)', 'The Hidden Treasure of Area Zero': 'Savanna Biome'}","['Tackle', 'Defense Curl', 'Confusion', 'Safeguard', 'Psych Up', 'Revival Blessing', 'Sand Attack', 'Struggle Bug', 'Rollout', 'Psybeam', 'Bug Bite', 'Take Down', 'Extrasensory', 'Lunge', 'Speed Swap', 'Power Swap', 'Guard Swap', 'Bug Buzz', 'Psychic']",9,Rellor,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,470,75,50,85,115,100,45,1.0,1.0,0.5,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.5,1.0,0.25,1.0,0.5,1.0,1.0,Bug,Psychic
955,Flittle,Frill Pokémon,"['Speed Boost', 'Frisk', 'Anticipation']",120,Flying,20,0.2,1.5,51,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Four, Area Five, Area Six', 'Violet': 'South Province: Area One, Area Four, Area Five, Area Six'}","['Peck', 'Growl', 'Confusion', 'Baby-Doll Eyes', 'Disarming Voice', 'Quick Attack', 'Psybeam', 'Pluck', 'Agility', 'Uproar']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,255,30,35,30,55,30,75,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,Psychic,
956,Espathra,Ostrich Pokémon,"['Speed Boost', 'Frisk', 'Opportunist']",60,Flying,20,1.9,90.0,168,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Six', 'Violet': 'South Province: Area Six'}","['Drill Peck', 'Feather Dance', 'Peck', 'Growl', 'Lumina Crash', 'Confusion', 'Baby-Doll Eyes', 'Disarming Voice', 'Quick Attack', 'Psybeam', 'Pluck', 'Agility', 'Uproar', 'Dazzling Gleam', 'Psychic', 'Last Resort']",9,Flittle,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,481,95,60,60,101,60,105,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,Psychic,
957,Tinkatink,Metalsmith Pokémon,"['Mold Breaker', 'Own Tempo', 'Pickpocket']",190,Fairy,20,0.4,8.9,59,Medium Slow,50,0.0,1.0,"{'Scarlet': 'South Province: Area Two, Area Three', 'Violet': 'South Province: Area Two, Area Three'}","['Astonish', 'Fairy Wind', 'Baby-Doll Eyes', 'Metal Claw', 'Covet', 'Rock Smash', 'Draining Kiss', 'Sweet Kiss', 'Brutal Swing', 'Slam', 'Flash Cannon', 'Play Rough', 'Fake Out', 'Flatter', 'Skitter Smack', 'Knock Off']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,297,50,45,45,35,64,58,0.5,0.0,2.0,0.5,0.25,1.0,1.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,Fairy,Steel
958,Tinkatuff,Hammer Pokémon,"['Mold Breaker', 'Own Tempo', 'Pickpocket']",90,Fairy,20,0.7,59.1,133,Medium Slow,50,0.0,1.0,"{'Scarlet': 'South Province: Area Six', 'Violet': 'South Province: Area Six'}","['Astonish', 'Fairy Wind', 'Baby-Doll Eyes', 'Metal Claw', 'Covet', 'Rock Smash', 'Draining Kiss', 'Sweet Kiss', 'Brutal Swing', 'Slam', 'Flash Cannon', 'Play Rough', 'Fake Out', 'Flatter', 'Skitter Smack', 'Knock Off']",9,Tinkatink,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,2,380,65,55,55,45,82,78,0.5,0.0,2.0,0.5,0.25,1.0,1.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,Fairy,Steel
959,Tinkaton,Hammer Pokémon,"['Mold Breaker', 'Own Tempo', 'Pickpocket']",45,Fairy,20,0.7,112.8,253,Medium Slow,50,0.0,1.0,"{'Scarlet': 'Tera Raid Battles (5★, 6★)', 'Violet': 'Tera Raid Battles (5★, 6★)'}","['Astonish', 'Fairy Wind', 'Gigaton Hammer', 'Baby-Doll Eyes', 'Metal Claw', 'Covet', 'Rock Smash', 'Draining Kiss', 'Sweet Kiss', 'Brutal Swing', 'Slam', 'Flash Cannon', 'Play Rough', 'Fake Out', 'Flatter', 'Skitter Smack', 'Knock Off']",9,Tinkatuff,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,3,506,85,75,77,70,105,94,0.5,0.0,2.0,0.5,0.25,1.0,1.0,0.0,0.5,0.5,2.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,Fairy,Steel
960,Wiglett,Garden Eel Pokémon,"['Sand Veil', 'Gooey', 'Rattled']",255,Water 3,20,1.2,1.8,49,Medium Fast,50,0.5,0.5,"{'Scarlet': 'South Province: Area One, Area Five', 'Violet': 'South Province: Area One, Area Five'}","['Water Gun', 'Sand Attack', 'Mud-Slap', 'Wrap', 'Aqua Jet', 'Slam', 'Water Pulse', 'Headbutt', 'Dig', 'Sucker Punch', 'Throat Chop', 'Liquidation']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,245,10,55,25,35,25,95,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,Water,
961,Wugtrio,Garden Eel Pokémon,"['Sand Veil', 'Gooey', 'Rattled']",50,Water 3,20,1.2,5.4,149,Medium Fast,50,0.5,0.5,"{'Scarlet': 'West Province: Area Two', 'Violet': 'West Province: Area Two'}","['Water Gun', 'Sand Attack', 'Mud-Slap', 'Wrap', 'Aqua Jet', 'Slam', 'Water Pulse', 'Headbutt', 'Triple Dive', 'Dig', 'Sucker Punch', 'Throat Chop', 'Liquidation']",9,Wiglett,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,425,35,100,50,50,70,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,Water,
962,Bombirdier,Item Drop Pokémon,"['Big Pecks', 'Rocky Payload', 'Keen Eye']",25,Flying,35,1.5,42.9,243,Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Area Six', 'Violet': 'South Province: Area Six', 'The Hidden Treasure of Area Zero': 'Fellhorn Gorge, Oni Mountain, Wistful Fields, Paradise Barrens, Kitakami Wilds, Timeless Woods'}","['Wing Attack', 'Leer', 'Peck', 'Memento', 'Hone Claws', 'Thief', 'Rock Throw', 'Whirlwind', 'Pluck', 'Torment', 'Rock Tomb', 'Payback', 'Dual Wingbeat', 'Rock Slide', 'Knock Off', 'Parting Shot']",9,,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,485,70,103,85,60,85,82,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0,1.0,0.5,2.0,2.0,Flying,Dark
963,Finizen,Dolphin Pokémon,['Water Veil'],200,Field,40,1.3,60.2,63,Slow,50,0.5,0.5,"{'Scarlet': 'South Province: South Paldean Sea', 'Violet': 'South Province: South Paldean Sea'}","['Water Gun', 'Supersonic', 'Astonish', 'Focus Energy', 'Aqua Jet', 'Double Hit', 'Dive', 'Charm', 'Acrobatics', 'Encore', 'Aqua Tail', 'Mist', 'Hydro Pump']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,315,70,45,40,45,40,75,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,Water,
964,Palafin,"Dolphin Pokémon
Hero Pokémon",['Zero to Hero'],45,Field,40,1.3,60.2,160,Slow,50,0.5,0.5,"{'Scarlet': 'Tera Raid Battles (5★)', 'Violet': 'Tera Raid Battles (5★)'}","['Jet Punch', 'Water Gun', 'Supersonic', 'Flip Turn', 'Astonish', 'Focus Energy', 'Aqua Jet', 'Double Hit', 'Dive', 'Charm', 'Acrobatics', 'Encore', 'Aqua Tail', 'Mist', 'Hydro Pump', 'Focus Punch', 'Wave Crash']",9,Finizen,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,457,100,70,72,53,62,100,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,Water,
965,Varoom,Single-Cyl Pokémon,"['Slow Start', 'Overcoat']",190,Mineral,20,1.0,35.0,60,Medium Fast,50,0.5,0.5,"{'Scarlet': 'East Province: Area Three', 'Violet': 'East Province: Area Three'}","['Lick', 'Poison Gas', 'Smog', 'Taunt', 'Assurance', 'Sludge', 'Gyro Ball', 'Headbutt', 'Screech', 'Iron Head', 'Swagger', 'Poison Jab', 'Uproar', 'Spin Out', 'Gunk Shot']",9,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,300,45,70,63,30,45,47,0.5,0.0,4.0,0.5,0.25,1.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,Steel,Poison
966,Revavroom,Multi-Cyl Pokémon,"['Filter', 'Overcoat']",75,Mineral,20,1.8,120.0,175,Medium Fast,50,0.5,0.5,"{'Scarlet': 'East Province: Area Three', 'Violet': 'East Province: Area Three'}","['Magnet Rise', 'Lick', 'Poison Gas', 'Shift Gear', 'Smog', 'Taunt', 'Assurance', 'Sludge', 'Gyro Ball', 'Headbutt', 'Screech', 'Iron Head', 'Swagger', 'Poison Jab', 'Uproar', 'Spin Out', 'Gunk Shot']",9,Varoom,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,2,500,80,119,90,54,67,90,0.5,0.0,4.0,0.5,0.25,1.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.25,1.0,0.25,Steel,Poison
967,Cyclizar,Mount Pokémon,"['Shed Skin', 'Regenerator']",190,Field,30,1.6,63.0,175,Medium Slow,50,0.5,0.5,"{'Scarlet': 'East Province: Area One, Area Two', 'Violet': 'East Province: Area One, Area Two'}","['Tackle', 'Growl', 'Rapid Spin', 'Taunt', 'Breaking Swipe', 'Quick Attack', 'Bite', 'U-turn', 'Shed Tail', 'Dragon Claw', 'Shift Gear', 'Dragon Pulse', 'Double-Edge', 'Dragon Rush']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2,501,70,95,65,85,65,121,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,2.0,Dragon,Normal
968,Orthworm,Earthworm Pokémon,"['Sand Veil', 'Earth Eater']",25,Field,35,2.5,310.0,240,Slow,50,0.5,0.5,"{'Scarlet': 'East Province: Area Three', 'Violet': 'East Province: Area Three', 'The Hidden Treasure of Area Zero': ""Apple Hills, Reveler's Road, Oni Mountain, Oni's Maw, Wistful Fields, Paradise Barrens, Kitakami Wilds""}","['Tackle', 'Wrap', 'Harden', 'Mud-Slap', 'Smack Down', 'Bulldoze', 'Iron Head', 'Take Down', 'Dig', 'Sandstorm', 'Iron Defense', 'Iron Tail', 'Earthquake', 'Shed Tail']",9,,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2,480,70,85,145,60,55,65,0.5,0.0,2.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,2.0,0.5,0.5,2.0,1.0,0.5,1.0,0.5,Steel,
969,Glimmet,Ore Pokémon,"['Toxic Debris', 'Corrosion']",70,Mineral,30,0.7,8.0,70,Medium Slow,50,0.5,0.5,"{'Scarlet': 'South Province: Alfornada Cavern', 'Violet': 'South Province: Alfornada Cavern', 'The Hidden Treasure of Area Zero': 'Oni Mountain, Infernal Pass, Crystal Pool'}","['Rock Throw', 'Harden', 'Smack Down', 'Acid Spray', 'Ancient Power', 'Rock Polish', 'Stealth Rock', 'Venoshock', 'Sandstorm', 'Self-Destruct', 'Rock Slide', 'Power Gem', 'Acid Armor', 'Sludge Wave']",9,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,350,48,35,42,105,60,60,0.5,0.25,4.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Rock,Poison
970,Glimmora,Ore Pokémon,"['Toxic Debris', 'Corrosion']",25,Mineral,30,1.5,45.0,184,Medium Slow,50,0.5,0.5,"{'Scarlet': 'Area Zero', 'Violet': 'Area Zero', 'The Hidden Treasure of Area Zero': 'Oni Mountain, Crystal Pool'}","['Spiky Shield', 'Toxic Spikes', 'Rock Throw', 'Harden', 'Smack Down', 'Mortal Spin', 'Acid Spray', 'Ancient Power', 'Rock Polish', 'Stealth Rock', 'Venoshock', 'Sandstorm', 'Self-Destruct', 'Rock Slide', 'Power Gem', 'Acid Armor', 'Sludge Wave']",9,Glimmet,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,525,83,55,90,130,81,86,0.5,0.25,4.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Rock,Poison
